gvkey	year	gvkey	conm	year	Y	K	L	M	VA	w	i	naics_4digit
009954	2011	009954	SPIRE CORP	2011	63.371045615046484	32.64968769555926	0.173	55.06302309062272	8.308022524423762	60953.890816253	0.26977373815509575	3344
009954	2012	009954	SPIRE CORP	2012	22.741532353455458	32.97911279562656	0.118	21.399742859199986	1.341789494255472	62223.95935118233	0.13567748607645377	3344
009954	2013	009954	SPIRE CORP	2013	14.958246989064198	24.971193213856672	0.086	17.638059869919367	-2.6798128808551693	62682.861773938734	0.13045763411795624	3344
009999	1998	009999	STANDARD MICROSYSTEMS CORP	1998	184.20414765959438	176.50413171008643	0.793	171.82648541245132	12.377662247143085	20045.981077018307	22.866116444098097	3344
009999	1999	009999	STANDARD MICROSYSTEMS CORP	1999	91.92681127342483	198.68237072494802	0.481	75.98166091190794	15.945150361516882	23840.047218533273	6.722350230414746	3344
009999	2000	009999	STANDARD MICROSYSTEMS CORP	2000	102.82490349401168	165.2989566613162	0.538	74.18830842324061	28.636595070771058	28345.375960935697	12.294979767180894	3344
009999	2001	009999	STANDARD MICROSYSTEMS CORP	2001	113.28636692934342	122.35152487961476	0.419	91.11136582048289	22.175001108860524	31764.418883155668	11.8785342682651	3344
009999	2002	009999	STANDARD MICROSYSTEMS CORP	2002	126.22846991581062	127.14702493319277	0.459	102.39937977909942	23.829090136711198	34059.6277129837	16.256722600184837	3344
009999	2003	009999	STANDARD MICROSYSTEMS CORP	2003	129.51583397699093	141.9108092868175	0.428	91.0158559291028	38.49997804788812	37331.59884548152	4.939195509822264	3344
009999	2004	009999	STANDARD MICROSYSTEMS CORP	2004	131.29669810126046	133.54934521398675	0.499	101.27682507788292	30.01987302337755	40407.10191055915	6.17685658195859	3344
009999	2005	009999	STANDARD MICROSYSTEMS CORP	2005	188.7315200951207	141.04962136553874	0.546	131.6611132967888	57.070406798331874	43090.198546961474	10.985638235947803	3344
009999	2006	009999	STANDARD MICROSYSTEMS CORP	2006	189.57675128009586	135.28641453217358	0.559	148.80915404728182	40.76759723281404	46689.000254203434	8.753516667185732	3344
009999	2007	009999	STANDARD MICROSYSTEMS CORP	2007	302.1779065583395	94.9688940092166	0.767	234.0898594776812	68.08804708065831	50649.58430392213	24.091130406556843	3344
009999	2008	009999	STANDARD MICROSYSTEMS CORP	2008	364.41354625550656	121.81180728342005	0.856	269.49299874134675	94.92054751415982	53492.76274386406	26.82146512066927	3344
009999	2009	009999	STANDARD MICROSYSTEMS CORP	2009	377.849	148.76734020976366	0.888	271.10377600000004	106.74522399999995	54873.0	13.263	3344
009999	2010	009999	STANDARD MICROSYSTEMS CORP	2010	329.2694276407631	161.97995491443268	0.946	252.2785157909644	76.99091184979874	58192.89052542133	17.65089078616197	3344
009999	2011	009999	STANDARD MICROSYSTEMS CORP	2011	316.8428746435521	156.7712064114942	0.916	241.55348521191286	75.2893894316392	60953.890816253	8.331077161090697	3344
009999	2012	009999	STANDARD MICROSYSTEMS CORP	2012	421.1750305997552	160.7005193540534	1.026	304.4486428108575	116.72638778889768	62223.95935118233	11.761245576249799	3344
009999	2013	009999	STANDARD MICROSYSTEMS CORP	2013	422.76616262130943	169.4238278339146	1.064	292.87477379511273	129.89138882619667	62682.861773938734	10.986597589818674	3344
010200	1998	010200	SUPERTEX INC	1998	25.45343895803967	24.49125360502412	0.316	12.100552917249667	13.352886040790002	20045.981077018307	8.798838156636322	3344
010200	1999	010200	SUPERTEX INC	1999	31.1087501844474	33.037624995136376	0.312	15.19492872952634	15.913821454921056	23840.047218533273	3.7741935483870965	3344
010200	2000	010200	SUPERTEX INC	2000	33.46926655448876	33.5516785286893	0.396	14.369609027021676	19.099657527467087	28345.375960935697	8.598664747288122	3344
010200	2001	010200	SUPERTEX INC	2001	52.36630838150716	41.94880972811296	0.399	26.4732091902361	25.893099191271055	31764.418883155668	4.388147477946166	3344
010200	2002	010200	SUPERTEX INC	2002	62.914188615123194	46.67452164414498	0.4	36.864292886382934	26.049895728740257	34059.6277129837	5.6709238495028345	3344
010200	2003	010200	SUPERTEX INC	2003	45.68884914020895	45.14304606047725	0.394	24.729538599130038	20.95931054107891	37331.59884548152	6.0694436801848894	3344
010200	2004	010200	SUPERTEX INC	2004	46.36250812599727	41.59907834101382	0.334	25.864248144739836	20.49825998125744	40407.10191055915	1.5065239319298473	3344
010200	2005	010200	SUPERTEX INC	2005	44.93228770512585	41.33049204855877	0.307	26.9047228123552	18.027564892770652	43090.198546961474	2.1272767682326665	3344
010200	2006	010200	SUPERTEX INC	2006	51.34727820750263	43.19508518186867	0.349	25.118002142571818	26.229276064930815	46689.000254203434	1.6630851163225266	3344
010200	2007	010200	SUPERTEX INC	2007	75.84606935212014	45.582949308755765	0.373	35.75611518284946	40.08995416927068	50649.58430392213	2.9517974519191754	3344
010200	2008	010200	SUPERTEX INC	2008	96.38530522341094	50.04073536183628	0.401	44.640497168030194	51.744808055380744	53492.76274386406	3.4844555724462727	3344
010200	2009	010200	SUPERTEX INC	2009	82.559	54.51006775914268	0.41	40.36306999999999	42.195930000000004	54873.0	4.471	3344
010200	2010	010200	SUPERTEX INC	2010	79.72363283225768	58.74381277331924	0.352	41.647124041515774	38.076508790741904	58192.89052542133	1.9454177565019988	3344
010200	2011	010200	SUPERTEX INC	2011	68.68919795344816	54.74478410258227	0.35	40.447708953149615	28.241489000298543	60953.890816253	1.1612840843163799	3344
010200	2012	010200	SUPERTEX INC	2012	85.54765847587504	50.61866359447004	0.373	43.365244849469775	42.18241362640527	62223.95935118233	1.1480402668007628	3344
010200	2013	010200	SUPERTEX INC	2013	67.23055458667596	53.064598018726464	0.361	39.10439073431953	28.126163852356434	62682.861773938734	1.0314599992491646	3344
010200	2014	010200	SUPERTEX INC	2014	62.293843121636385	55.86116327307093	0.33	36.960591485146495	25.333251636489894	64311.75515456021	0.6046116639282221	3344
010359	1998	010359	TECH-SYM CORP	1998	73.0698610684879	148.5990033432158	1.368	40.53026376701535	32.53959730147254	20045.981077018307	5.939097682216949	3344
010359	1999	010359	TECH-SYM CORP	1999	91.59569130883872	91.5074640416067	1.494	51.3612784417884	40.234412867050324	23840.047218533273	20.36520737327189	3344
010361	1998	010361	SIMCLAR INC	1998	23.232927444565235	10.376584873525516	0.415	13.705021508116909	9.527905936448326	20045.981077018307	0.9717450084422561	3344
010361	1999	010361	SIMCLAR INC	1999	28.51999409768334	11.245987158908507	0.403	17.42448103880773	11.095513058875609	23840.047218533273	1.8029953917050692	3344
010361	2000	010361	SIMCLAR INC	2000	34.78372760566169	12.498467724141312	0.458	20.01791679039229	14.765810815269393	28345.375960935697	1.0768167031273024	3344
010361	2001	010361	SIMCLAR INC	2001	27.22252613214661	11.778784196767186	0.256	19.217244999038986	8.00528113310762	31764.418883155668	0.3098846414838272	3344
010361	2002	010361	SIMCLAR INC	2002	26.023016915115473	11.010860685280406	0.284	14.3573430138256	11.665673901289871	34059.6277129837	0.33849614181206783	3344
010361	2003	010361	SIMCLAR INC	2003	29.42152120004878	9.855110769378634	0.538	7.163048904427006	22.25847229562177	37331.59884548152	0.2311120893633412	3344
010361	2004	010361	SIMCLAR INC	2004	45.23711026872778	9.716269349296871	0.549	19.15144410580259	26.08566616292519	40407.10191055915	2.747318300632328	3344
010361	2005	010361	SIMCLAR INC	2005	53.334907021271015	12.541768505071257	0.837	14.271409587256628	39.06349743401439	43090.198546961474	1.8171811995300942	3344
010361	2006	010361	SIMCLAR INC	2006	105.34099575117115	16.213133640552996	0.934	54.48776373606422	50.85323201510694	46689.000254203434	1.1741256345572892	3344
010361	2007	010361	SIMCLAR INC	2007	129.17447872279985	21.38543315991857	0.95	73.8788042346079	55.29567448819194	50649.58430392213	2.12306256593362	3344
010499	1998	010499	TEXAS INSTRUMENTS INC	1998	4400.451488403302	9297.251203852327	35.948	2591.1689430073916	1809.2825453959108	20045.981077018307	1217.337914585621	3344
010499	1999	010499	TEXAS INSTRUMENTS INC	1999	5588.313413014608	7819.510162053494	38.197	2967.2037615464064	2621.1096514682017	23840.047218533273	1581.7972350230416	3344
010499	2000	010499	TEXAS INSTRUMENTS INC	2000	7826.058266521495	8738.662444616271	42.481	4134.208429179452	3691.849837342044	28345.375960935697	3130.7028779343254	3344
010499	2001	010499	TEXAS INSTRUMENTS INC	2001	6062.510164554903	10931.568071507521	34.724	3943.0669929180776	2119.4431716368254	31764.418883155668	2024.42886224836	3344
010499	2002	010499	TEXAS INSTRUMENTS INC	2002	6474.85904070441	11433.058222049049	34.589	3742.7426175948094	2732.116423109601	34059.6277129837	893.0062688594685	3344
010499	2003	010499	TEXAS INSTRUMENTS INC	2003	7995.446969388999	10963.133640552995	34.154	4578.873072889141	3416.5738964998573	37331.59884548152	880.4270070984428	3344
010499	2004	010499	TEXAS INSTRUMENTS INC	2004	10620.783979332527	10823.708103329065	35.472	6002.072326019232	4618.711653313296	40407.10191055915	1407.8243798739684	3344
010499	2005	010499	TEXAS INSTRUMENTS INC	2005	11708.238256353765	10826.736032571816	35.207	6394.202350914925	5314.03590543884	43090.198546961474	1407.601045646491	3344
010499	2006	010499	TEXAS INSTRUMENTS INC	2006	12887.206304245197	9933.302898373215	30.986	7376.87745397102	5510.328850274176	46689.000254203434	1320.5020399265004	3344
010499	2007	010499	TEXAS INSTRUMENTS INC	2007	13100.581406359488	8530.237165025037	30.175	7235.355401208265	5865.226005151222	50649.58430392213	695.8532824799156	3344
010499	2008	010499	TEXAS INSTRUMENTS INC	2008	12292.518879798614	8208.331977570257	29.537	6981.776274386406	5310.742605412208	53492.76274386406	758.095124544199	3344
010499	2009	010499	TEXAS INSTRUMENTS INC	2009	10427.0	7940.433193418584	26.584	5840.256168	4586.743832	54873.0	753.0	3344
010499	2010	010499	TEXAS INSTRUMENTS INC	2010	14127.905800473425	7096.214294029866	28.412	7093.867003864285	7034.038796609141	58192.89052542133	1183.4377930217638	3344
010499	2011	010499	TEXAS INSTRUMENTS INC	2011	14100.412810508653	7170.367602022278	34.759	7352.267997405779	6748.144813102874	60953.890816253	789.0156642815703	3344
010499	2012	010499	TEXAS INSTRUMENTS INC	2012	13052.467008835358	7087.14616431687	34.151	7292.514224000493	5759.952784834864	62223.95935118233	469.65283641849385	3344
010499	2013	010499	TEXAS INSTRUMENTS INC	2013	12520.773918217445	6891.0	32.209	6441.418250271857	6079.355667945588	62682.861773938734	386.6801817021436	3344
010499	2014	010499	TEXAS INSTRUMENTS INC	2014	13321.691533143388	6339.199381164185	31.003	6083.918049896347	7237.7734832470405	64311.75515456021	355.38242841582513	3344
010619	1998	010619	TOROTEL INC	1998	7.630570134146152	5.968872686483455	0.22	2.7309950950050195	4.899575039141132	20045.981077018307	0.3447746567012622	3344
010619	1999	010619	TOROTEL INC	1999	6.928139294673159	6.130562518530498	0.191	2.470307805813782	4.457831488859377	23840.047218533273	0.1543778801843318	3344
010619	2000	010619	TOROTEL INC	2000	3.004388135537299	5.624943257720192	0.055	1.830096670955822	1.1742914645814773	28345.375960935697	0.052140598256690436	3344
010619	2001	010619	TOROTEL INC	2001	2.4572349453701374	2.5550237993333593	0.05	0.7322545352395873	1.7249804101305501	31764.418883155668	0.002261931689662972	3344
010619	2002	010619	TOROTEL INC	2002	2.687881362477794	2.6576103069998114	0.045	0.8006758322391287	1.8872055302386654	34059.6277129837	0.0011134741506975917	3344
010619	2003	010619	TOROTEL INC	2003	3.201756168949957	2.839321583374866	0.055	0.6119110532948492	2.589845115655108	37331.59884548152	0.026412810212953285	3344
010619	2006	010619	TOROTEL INC	2006	4.002796237789156	2.658781110981414	0.079	0.02657061408287026	3.976225623706286	46689.000254203434	0.043601482450403316	3344
010619	2007	010619	TOROTEL INC	2007	5.201409010851656	2.2415743044560053	0.08	0.5595136639963642	4.641895346855292	50649.58430392213	0.09027834131299196	3344
010619	2008	010619	TOROTEL INC	2008	5.04051290119572	2.33657543542185	0.08	0.6725928256765262	4.367920075519194	53492.76274386406	0.03378143412123561	3344
010619	2009	010619	TOROTEL INC	2009	6.055	2.350147025559828	0.085	1.0757949999999994	4.979205	54873.0	0.092	3344
010619	2010	010619	TOROTEL INC	2010	7.288526513848707	2.437006222867053	0.096	1.2346531248103263	6.0538733890383805	58192.89052542133	0.02368849627399694	3344
010619	2011	010619	TOROTEL INC	2011	7.299848670461916	2.5149769585253456	0.113	0.2864657861415077	7.013382884320408	60953.890816253	0.08122220073486754	3344
010619	2012	010619	TOROTEL INC	2012	11.450994106332862	2.630184331797235	0.143	1.6540036822562543	9.796990424076608	62223.95935118233	0.4990654382952076	3344
010619	2013	010619	TOROTEL INC	2013	11.108147479431256	3.233431350373219	0.113	3.6792650649377294	7.428882414493526	62682.861773938734	0.46551788865112437	3344
010619	2014	010619	TOROTEL INC	2014	12.235123515415172	3.700690896864391	0.121	3.0288124342595713	9.2063110811556	64311.75515456021	0.22984473941698821	3344
011001	1998	011001	UNITRODE CORP	1998	70.79629446614618	99.76534409890871	0.562	36.573204059234456	34.22309040691172	20045.981077018307	22.064397293755093	3344
011062	1998	011062	VLSI TECHNOLOGY INC	1998	284.9391166847852	979.1723877306796	2.205	181.86790583241876	103.0712108523664	20045.981077018307	186.57031868041042	3344
011169	1998	011169	VIDEO DISPLAY CORP	1998	28.01776825329124	21.3242230667637	0.57	13.848298856194702	14.169469397096536	20045.981077018307	1.1901810066947682	3344
011169	1999	011169	VIDEO DISPLAY CORP	1999	34.182086468939055	24.022263550847686	0.667	13.347618710343804	20.834467758595252	23840.047218533273	0.7649769585253456	3344
011169	2000	011169	VIDEO DISPLAY CORP	2000	38.859084760302224	24.91711813697744	0.588	19.016049358276423	19.8430354020258	28345.375960935697	2.308921709758226	3344
011169	2001	011169	VIDEO DISPLAY CORP	2001	47.19162588524033	27.881997789816985	0.474	29.066704614338303	18.12492127090202	31764.418883155668	1.553947070798462	3344
011169	2002	011169	VIDEO DISPLAY CORP	2002	54.68911717000077	27.999245303361096	0.497	34.303538271414226	20.385578898586544	34059.6277129837	1.6323531049226694	3344
011169	2003	011169	VIDEO DISPLAY CORP	2003	58.836538070653276	31.001387754043293	0.584	32.71682263506647	26.1197154355868	37331.59884548152	3.473284543003357	3344
011169	2004	011169	VIDEO DISPLAY CORP	2004	64.65507779850903	33.07803741260943	0.455	41.635706265249425	23.019371533259605	40407.10191055915	1.233202095467413	3344
011169	2005	011169	VIDEO DISPLAY CORP	2005	66.96217029052028	31.97754368258374	0.404	43.056147437074344	23.906022853445936	43090.198546961474	0.769418015176691	3344
011169	2006	011169	VIDEO DISPLAY CORP	2006	75.11711515415622	33.87676225309002	0.473	45.79295947270945	29.324155681446772	46689.000254203434	0.798322381056194	3344
011169	2007	011169	VIDEO DISPLAY CORP	2007	79.42541143495635	36.62974043826312	0.462	52.766018976194545	26.659392458761804	50649.58430392213	1.9556926073196461	3344
011169	2008	011169	VIDEO DISPLAY CORP	2008	80.57249056010068	37.64963749789243	0.497	47.03744493392069	33.53504562617999	53492.76274386406	0.442139358351466	3344
011169	2009	011169	VIDEO DISPLAY CORP	2009	88.201	36.37138844301766	0.523	51.943421	36.25757899999999	54873.0	0.839	3344
011169	2010	011169	VIDEO DISPLAY CORP	2010	73.74815384304127	35.78499687635158	0.461	43.86116292714508	29.886990915896178	58192.89052542133	0.978137491980457	3344
011169	2011	011169	VIDEO DISPLAY CORP	2011	72.50537889004416	34.72223796515648	0.44	41.18387053603598	31.321508354008177	60953.890816253	0.40417714175207886	3344
011169	2012	011169	VIDEO DISPLAY CORP	2012	60.725342768686424	35.11762044786247	0.31	35.643047427049154	25.082295341637263	62223.95935118233	0.9079954837424214	3344
011169	2013	011169	VIDEO DISPLAY CORP	2013	65.89281684072303	27.94815668202765	0.324	38.28551262849053	27.6073042122325	62682.861773938734	0.5790817284228704	3344
011169	2014	011169	VIDEO DISPLAY CORP	2014	50.14450129183134	29.88971118266135	0.285	30.562625736548107	19.58187555528323	64311.75515456021	0.6692266509129174	3344
011191	1998	011191	VISHAY INTERTECHNOLOGY INC	1998	818.060056280006	1344.7540467342694	21.522	248.68461974585577	569.3754365341503	20045.981077018307	179.09626533479744	3344
011191	1999	011191	VISHAY INTERTECHNOLOGY INC	1999	1038.861443116423	1803.0510132423756	21.124	339.3362939353696	699.5251491810534	23840.047218533273	137.83179723502306	3344
011191	2000	011191	VISHAY INTERTECHNOLOGY INC	2000	1626.6231152462965	1775.5007477506188	22.418	440.678605034808	1185.9445102114883	28345.375960935697	260.45475669609965	3344
011191	2001	011191	VISHAY INTERTECHNOLOGY INC	2001	1223.6985673521888	1920.719957779496	21.41	356.9102044738826	866.7883628783063	31764.418883155668	183.77403302420268	3344
011191	2002	011191	VISHAY INTERTECHNOLOGY INC	2002	1407.903761489148	2236.4289490124465	25.25	426.04213331273667	981.8616281764115	34059.6277129837	122.5645536638867	3344
011191	2003	011191	VISHAY INTERTECHNOLOGY INC	2003	1764.7847473474533	2514.5289457216063	25.2	595.3468027155576	1169.4379446318956	37331.59884548152	139.36609255488912	3344
011191	2004	011191	VISHAY INTERTECHNOLOGY INC	2004	2037.6843651591005	2614.9008772861985	25.7	695.5678911243003	1342.1164740348001	40407.10191055915	172.04850377986747	3344
011191	2005	011191	VISHAY INTERTECHNOLOGY INC	2005	2007.7818868518375	2615.6981566820277	26.1	588.5097175230152	1419.2721693288222	43090.198546961474	144.69080402595065	3344
011191	2006	011191	VISHAY INTERTECHNOLOGY INC	2006	2343.6440062461415	2593.7937788018435	27.0	660.2534771398481	1683.3905291062933	46689.000254203434	190.2872507189054	3344
011191	2007	011191	VISHAY INTERTECHNOLOGY INC	2007	2682.864609965343	2766.183421556737	27.9	828.8353881408256	1854.0292218245174	50649.58430392213	202.90006491925666	3344
011191	2008	011191	VISHAY INTERTECHNOLOGY INC	2008	2775.1445484581495	3049.464425376603	24.8	1092.3418816865951	1682.8026667715542	53492.76274386406	151.0169205242084	3344
011191	2009	011191	VISHAY INTERTECHNOLOGY INC	2009	2042.033	3143.39176656865	22.3	556.1260999999997	1485.9069000000002	54873.0	50.34	3344
011191	2010	011191	VISHAY INTERTECHNOLOGY INC	2010	2756.683593987092	3106.0138738879177	22.6	818.5054727173409	1938.1781212697513	58192.89052542133	143.52563786211323	3344
011191	2011	011191	VISHAY INTERTECHNOLOGY INC	2011	2670.430002367741	2974.5148036388337	20.9	848.7538475792421	1821.676154788499	60953.890816253	163.064204215819	3344
011191	2012	011191	VISHAY INTERTECHNOLOGY INC	2012	2293.795706777203	3072.263358906123	21.6	594.2836571593142	1699.5120496178888	62223.95935118233	142.59514027913508	3344
011191	2013	011191	VISHAY INTERTECHNOLOGY INC	2013	2432.3221650013334	3207.018227571847	22.5	643.5647017788627	1788.7574632224707	62682.861773938734	143.66951984082291	3344
011191	2014	011191	VISHAY INTERTECHNOLOGY INC	2014	2546.1658650163904	3494.8642840986204	22.6	678.216966391961	1867.9488986244294	64311.75515456021	144.89818524193697	3344
011573	1998	011573	WOODHEAD INDUSTRIES INC	1998	76.75302856132285	108.56876429705827	1.268	37.10971896407339	39.64330959724946	20045.981077018307	11.933689915341292	3344
011573	1999	011573	WOODHEAD INDUSTRIES INC	1999	99.56972111553785	153.7370960351473	1.616	42.94475077467906	56.62497034085879	23840.047218533273	8.963133640552996	3344
011573	2000	011573	WOODHEAD INDUSTRIES INC	2000	127.49084430367218	153.00700182930677	1.679	57.001468870632465	70.48937543303971	28345.375960935697	9.32183217528309	3344
011573	2001	011573	WOODHEAD INDUSTRIES INC	2001	140.5931664621435	155.290680176565	1.534	69.73664857991928	70.85651788222422	31764.418883155668	11.331146799366659	3344
011573	2002	011573	WOODHEAD INDUSTRIES INC	2002	131.44280528307718	168.12866213930226	1.49	65.76849463196106	65.6743106511161	34059.6277129837	7.980269238049639	3344
011573	2003	011573	WOODHEAD INDUSTRIES INC	2003	145.5652668807675	169.62048591532027	1.506	71.1667173462336	74.39854953453391	37331.59884548152	4.959005117481979	3344
011573	2004	011573	WOODHEAD INDUSTRIES INC	2004	170.31668172262698	180.97254439903284	1.558	88.88833149003351	81.42835023259349	40407.10191055915	8.05106346055814	3344
011573	2005	011573	WOODHEAD INDUSTRIES INC	2005	187.9997552040986	188.3083569596328	1.541	101.40209737631251	86.59765782778608	43090.198546961474	9.588620656809931	3344
011646	1998	011646	XICOR INC	1998	55.212142333279594	209.50271735171128	0.565	49.73210561083573	5.480036722443861	20045.981077018307	5.752541532358046	3344
011646	1999	011646	XICOR INC	1999	67.80994540357091	203.90773976444197	0.5	49.55791648221928	18.252028921351624	23840.047218533273	1.7914746543778801	3344
011646	2000	011646	XICOR INC	2000	81.06437031904716	60.09335772409008	0.3	63.84651423669538	17.217856082351776	28345.375960935697	6.823617424027748	3344
011646	2001	011646	XICOR INC	2001	51.80078950870085	59.21395729671852	0.155	42.996292709611595	8.804496799089257	31764.418883155668	0.2963130513458494	3344
011646	2002	011646	XICOR INC	2002	29.76287943152854	50.445174558587475	0.117	27.311849077006254	2.4510303545222847	34059.6277129837	1.0422118050529459	3344
011646	2003	011646	XICOR INC	2003	33.698930850847596	31.927166934189405	0.126	26.669851619984552	7.02907923086304	37331.59884548152	0.9783745116381446	3344
011693	1998	011693	GATEFIELD CORP	1998	4.005139061549105	8.44901015010371	0.037	8.770243897364411	-4.765104835815306	20045.981077018307	0.3920040617288324	3344
011693	1999	011693	GATEFIELD CORP	1999	1.1727903202006789	8.072216699191182	0.033	5.021158034528552	-3.8483677143278734	23840.047218533273	0.8444700460829493	3344
011719	1998	011719	MICROENERGY INC	1998	6.174155929946477	8.073615812614294	0.106	4.627686434021836	1.546469495924641	20045.981077018307	0.14286895020839976	3344
011768	1998	011768	ZING TECHNOLOGIES INC	1998	11.325180881442684	15.143017386427372	0.179	7.185593462780815	4.1395874186618675	20045.981077018307	1.0118900027156907	3344
011768	1999	011768	ZING TECHNOLOGIES INC	1999	14.96945551128818	15.709819142341177	0.195	9.488419654714473	5.481035856573706	23840.047218533273	1.8559907834101383	3344
011907	1998	011907	DPAC TECHNOLOGIES CORP	1998	7.2945545713200834	6.381671348314607	0.106	5.114024748638513	2.1805298226815704	20045.981077018307	1.6471255003365095	3344
011907	1999	011907	DPAC TECHNOLOGIES CORP	1999	7.946879150066401	6.687776918639616	0.094	6.172787959274015	1.7740911907923858	23840.047218533273	1.0633640552995391	3344
011907	2000	011907	DPAC TECHNOLOGIES CORP	2000	8.317001550694513	8.065019943293768	0.099	6.34620475766274	1.970796793031773	28345.375960935697	0.6392890742776827	3344
011907	2001	011907	DPAC TECHNOLOGIES CORP	2001	20.29954019249819	7.12455574840896	0.104	13.977722252613217	6.321817939884972	31764.418883155668	1.7021035964713864	3344
011907	2002	011907	DPAC TECHNOLOGIES CORP	2002	27.66895805978219	10.73041474654378	0.112	21.22664401019541	6.44231404958678	34059.6277129837	0.820630449064125	3344
011907	2003	011907	DPAC TECHNOLOGIES CORP	2003	24.8018212122444	10.275098330367365	0.111	17.25299727631204	7.548823935932355	37331.59884548152	0.5535684807131459	3344
011907	2004	011907	DPAC TECHNOLOGIES CORP	2004	29.11766444063589	11.022393123727664	0.105	22.890909014158225	6.226755426477665	40407.10191055915	0.787427195522728	3344
011907	2006	011907	DPAC TECHNOLOGIES CORP	2006	12.474125721756183	11.843474327075322	0.045	9.585997930057742	2.8881277916984405	46689.000254203434	0.25538011149521944	3344
011907	2007	011907	DPAC TECHNOLOGIES CORP	2007	11.481355226028825	1.2920266329169647	0.038	8.707287464727383	2.774067761301441	50649.58430392213	0.06390489328897184	3344
011907	2008	011907	DPAC TECHNOLOGIES CORP	2008	9.004287287602265	1.3239916602283912	0.029	6.975102265575832	2.0291850220264327	53492.76274386406	0.06160143869166493	3344
011907	2009	011907	DPAC TECHNOLOGIES CORP	2009	6.807	1.331859125213016	0.019	5.726413	1.0805870000000004	54873.0	0.037	3344
011907	2010	011907	DPAC TECHNOLOGIES CORP	2010	7.937969126186093	1.7294895723443966	0.022	5.978946729520303	1.95902239666579	58192.89052542133	0.06909144746582442	3344
012215	1998	012215	CYPRESS SEMICONDUCTOR CORP	1998	253.22933842384776	1022.2311396468699	2.901	159.42812907991035	93.80120934393743	20045.981077018307	97.06233100728514	3344
012215	1999	012215	CYPRESS SEMICONDUCTOR CORP	1999	416.4007673011657	902.7482899801416	3.81	211.03101077172786	205.3697565294378	23840.047218533273	131.4746543778802	3344
012215	2000	012215	CYPRESS SEMICONDUCTOR CORP	2000	849.7720149130622	1051.5518889896784	4.435	374.3430268237157	475.42898808934643	28345.375960935697	383.95883159720256	3344
012215	2001	012215	CYPRESS SEMICONDUCTOR CORP	2001	605.5797862116889	1425.5495415884236	4.16	412.2669249079646	193.31286130372425	31764.418883155668	199.94684460529294	3344
012215	2002	012215	CYPRESS SEMICONDUCTOR CORP	2002	598.3980844983394	1378.2461915517324	4.101	368.09237892948164	230.30570556885772	34059.6277129837	176.52128405839062	3344
012215	2003	012215	CYPRESS SEMICONDUCTOR CORP	2003	680.3170860604089	1418.426267281106	4.033	365.2349867880808	315.0820992723281	37331.59884548152	86.33687338359105	3344
012215	2004	012215	CYPRESS SEMICONDUCTOR CORP	2004	800.7277516526378	1456.5541474654378	4.5	465.7977829746637	334.9299686779741	40407.10191055915	143.47227193353507	3344
012215	2005	012215	CYPRESS SEMICONDUCTOR CORP	2005	774.9503851164092	1582.3502304147466	5.1	470.900149500354	304.05023561605515	43090.198546961474	155.00545048525194	3344
012215	2006	012215	CYPRESS SEMICONDUCTOR CORP	2006	990.9875803464431	1693.3824884792627	5.8	591.4836401931948	399.50394015324827	46689.000254203434	229.59294901740947	3344
012215	2007	012215	CYPRESS SEMICONDUCTOR CORP	2007	1511.6442247599568	1863.8064516129034	7.9	945.1611650853171	566.4830596746397	50649.58430392213	233.570356244421	3344
012215	2008	012215	CYPRESS SEMICONDUCTOR CORP	2008	752.9460352422907	2003.234984074448	4.1	566.132394587791	186.81364065449964	53492.76274386406	41.86115830576172	3344
012215	2009	012215	CYPRESS SEMICONDUCTOR CORP	2009	667.786	1446.4619815668202	3.6	548.4572	119.3288	54873.0	25.823	3344
012215	2010	012215	CYPRESS SEMICONDUCTOR CORP	2010	887.7051004511704	1430.621365755202	3.5	531.6669027049994	356.0381977461711	58192.89052542133	50.12683215713369	3344
012215	2011	012215	CYPRESS SEMICONDUCTOR CORP	2011	1024.5153851697053	1513.448033707865	3.4	628.4787778338257	396.0366073358795	60953.890816253	77.89209050473796	3344
012215	2012	012215	CYPRESS SEMICONDUCTOR CORP	2012	791.671723769067	1557.8588984751202	3.6	515.6582290198821	276.0134947491848	62223.95935118233	31.322523411482297	3344
012215	2013	012215	CYPRESS SEMICONDUCTOR CORP	2013	741.3908779416894	1620.832651004598	3.4	495.66691971521783	245.7239582264716	62682.861773938734	34.37605586214664	3344
012215	2014	012215	CYPRESS SEMICONDUCTOR CORP	2014	740.8851852986529	1614.6677583926435	3.35	446.79738161616774	294.08780368248523	64311.75515456021	19.335573319548804	3344
012216	1998	012216	LINEAR TECHNOLOGY CORP	1998	252.16719635064214	234.90064971929604	2.155	69.74063083540959	182.42656551523257	20045.981077018307	28.834732504457275	3344
012216	1999	012216	LINEAR TECHNOLOGY CORP	1999	299.05208794451823	263.93399256786546	2.337	78.1332347646451	220.91885317987314	23840.047218533273	45.07834101382488	3344
012216	2000	012216	LINEAR TECHNOLOGY CORP	2000	465.8134547494144	311.8128009630818	2.815	122.49949519944576	343.3139595499686	28345.375960935697	91.02955011731635	3344
012216	2001	012216	LINEAR TECHNOLOGY CORP	2001	719.0036518473617	403.2471989997303	3.193	187.28801026065616	531.7156415867055	31764.418883155668	144.60642388599865	3344
012216	2002	012216	LINEAR TECHNOLOGY CORP	2002	395.6762184289797	560.6760189992268	2.691	94.42880435622156	301.2474140727582	34059.6277129837	19.91671213352782	3344
